code,year,points,college,audition,desc
DB516,2010,325, Dublin Business School & DBS School of Arts,False, Business with Financial Services
DB519,2010,200, Dublin Business School & DBS School of Arts,False, Business Management with Leisure and Recreation
DT354,2010,340, Dublin Institute of Technology,False, Business Computing
CW808,2010,290, Institute of Technology Carlow,False, Communications and Public Relations
MD401,2010,400, Mater DEI,True, Education Religion and Music second level teaching
GA880,2010,400, Galway-Mayo Institute of Technology,False, General Nursing at Castlebar
DN018,2010,465, University College Dublin (NUI),False, Commerce International with Spanish
DN019,2010,435, University College Dublin (NUI),False, Commerce International with Italian
LC951,2010,310, Limerick Institute of Technology,False, Business with Sports Management
DN015,2010,445, University College Dublin (NUI),False, Commerce
DN016,2010,400, University College Dublin (NUI),False, Commerce International with German
DN017,2010,470, University College Dublin (NUI),False, Commerce International with French
DN010,2010,420, University College Dublin (NUI),False, Agricultural Science
DN011,2010,335, University College Dublin (NUI),True, Music
DN012,2010,365, University College Dublin (NUI),False, Arts
DN013,2010,445, University College Dublin (NUI),False, Commerce Business with Chinese Studies
LM030,2010,315, University of Limerick,True, Irish Music and Dance
DT112,2010,285, Dublin Institute of Technology,False, Geomatics Surveying and Mapping
WD048,2010,305, Waterford Institute of Technology,False, Business
MH404,2010,415, Maynooth University,False, Business and Management
MH405,2010,360, Maynooth University,False, Equine Business
MH406,2010,450, Maynooth University,False, Law and Business
LM085,2010,390, University of Limerick,False, Civil Engineering
DC218,2010,460, Dublin City University,False, Childrens and General Nursing Integrated
MH401,2010,350, Maynooth University,False, Finance and Economics
MH402,2010,350, Maynooth University,False, Venture Management
MH403,2010,380, Maynooth University,False, Finance and Accounting
LM082,2010,350, University of Limerick,False, Construction Management and Engineering
MH408,2010,400, Maynooth University,False, International Finance and Economics
DN120,2010,380, University College Dublin (NUI),False, Psychiatric Nursing
DN121,2010,162, University College Dublin (NUI),True, Mature Applicants Psychiatric Nursing
CK301,2010,485, University College Cork (NUI),False, Law
CK302,2010,490, University College Cork (NUI),False, Law and French
CK303,2010,465, University College Cork (NUI),False, Law and German
CK304,2010,515, University College Cork (NUI),False, Law and Irish
CK305,2010,505, University College Cork (NUI),False, Law Clinical
CK306,2010,535, University College Cork (NUI),False, Law International
CK111,2013,395, University College Cork (NUI),False, Early Years and Childhood Studies
CK112,2013,375, University College Cork (NUI),True, Drama and Theatre Studies
CK115,2013,nan, University College Cork (NUI),False," Social Work Mature Applicants only #
"
CK114,2013,nan, University College Cork (NUI),False," Social Science Youth Community Work Mature Apps only #
"
CK116,2013,485, University College Cork (NUI),False, Sports Studies and Physical Education
DN610,2013,510, University College Dublin (NUI),False, Business and Law
WD140,2013,290, Waterford Institute of Technology,False, Law
AS130,2013,365, St. Angela`s College,False, Intellectual Disability Nursing
AC120,2013,285, American College,False, International Business
AC121,2013,300, American College,False, Accounting and Finance
DN650,2013,475, University College Dublin (NUI),False, Commerce
WD148,2013,285, Waterford Institute of Technology,False, Tourism Marketing
GY203,2013,450, National University of Ireland Galway,False, Commerce International with German
GY202,2013,525, National University of Ireland Galway,False, Commerce International with French
CR510,2013,305, Cork Institute of Technology,False, Sustainable Energy
BN118,2013,340, Institute of Technology Blanchardstown,False, Early Childhood Care and Education
GY207,2013,440, National University of Ireland Galway,False, Commerce Accounting
GY206,2013,400, National University of Ireland Galway,False, Business Information Systems
SG449,2013,280, Institute of Technology Sligo,False, Medical Biotechnology
GY204,2013,460, National University of Ireland Galway,False, Commerce International with Spanish
BN113,2013,215, Institute of Technology Blanchardstown,False, Horticulture
BN112,2013,305, Institute of Technology Blanchardstown,False, Creative Digital Media
BN111,2013,335, Institute of Technology Blanchardstown,False, Sports Management and Coaching
BN110,2013,230, Institute of Technology Blanchardstown,False, International Business
BN117,2013,210, Institute of Technology Blanchardstown,False, Computer Engineering in Mobile Systems
SG442,2013,340, Institute of Technology Sligo,False, Occupational Safety and Health
BN115,2013,300, Institute of Technology Blanchardstown,False, Social and Community Development
BN114,2013,230, Institute of Technology Blanchardstown,False, Accounting and Finance
MH109,2013,450, Maynooth University,False, Media Studies
MH108,2013,395, Maynooth University,False, European Studies
GY414,2013,515, National University of Ireland Galway,False, Electrical and Electronic Engineering
WD816,2013,582, Waterford Institute of Technology,True, Mature Applicants General Nursing
GA380,2013,200, Galway-Mayo Institute of Technology,False, Hotel and Catering Management
GY413,2013,440, National University of Ireland Galway,False, Energy Systems Engineering
GY410,2013,355, National University of Ireland Galway,False, Project and Construction Management
MH101,2013,355, Maynooth University,False, Arts
MH103,2013,nan, Maynooth University,False," Music #
"
DL046,2013,555, Dun Laoghaire Institute of Art Design and Technology,True, Modelmaking Design and Digital Effects
AD215,2013,360, National College of Art and Design,False, Visual Culture
MH104,2013,485, Maynooth University,False, Mathematics
MH107,2013,400, Maynooth University,False, Social Science
MH106,2013,505, Maynooth University,False, Psychology
LY208,2013,230, Letterkenny Institute of Technology,False, Law
LM058,2013,430, University of Limerick,False, Financial Mathematics
LM051,2013,360, University of Limerick,False, Computer Systems
CR333,2013,345, Cork Institute of Technology,False, Nutrition and Health Science
CR330,2013,290, Cork Institute of Technology,False, Herbal Science
LM052,2013,420, University of Limerick,False, Business Studies and a Modern Language French
LM055,2013,400, University of Limerick,False, Business Studies and a Modern Language Japanese
LM056,2013,460, University of Limerick,False, International Business
CW438,2013,235, Institute of Technology Carlow,False, Construction Quantity Surveying
LC413,2013,350, Limerick Institute of Technology,False, Business Thurles
GA785,2013,410, Galway-Mayo Institute of Technology,False, Medical Science
DT175,2013,300, Dublin Institute of Technology,False, Architectural Technology
CW208,2013,325, Institute of Technology Carlow,False, Computer Games Development
LC415,2013,200, Limerick Institute of Technology,False, Computing Software Development Thurles
TL822,2013,355, Institute of Technology Tralee,False, Hotel Management
TL821,2013,285, Institute of Technology Tralee,False, Adventure Tourism Management
LC418,2013,260, Limerick Institute of Technology,False, Computing Games Design and Development Thurles
DC239,2013,440, Dublin City University,False, Gaeilge agus IriseoireachtIrish and Journalism
DC238,2013,325, Dublin City University,False, Contemporary Culture and Society
TL851,2013,300, Institute of Technology Tralee,False, Wildlife Biology
WD147,2013,355, Waterford Institute of Technology,False, Pharmaceutical Science
DC235,2013,315, Dublin City University,False, Education and Training
GY119,2013,480, National University of Ireland Galway,False, Arts with Journalism
DC232,2013,415, Dublin City University,False, Law and Society BCL
DC231,2013,380, Dublin City University,False, International Relations
DC230,2013,390, Dublin City University,False, Economics Politics and Law
DK821,2013,300, Dundalk Institute of Technology,False, Computing
CW858,2013,700, Institute of Technology Carlow,True, Sports Management and Coaching Options GAA Rugby and Soccer
CK603,2013,400, University College Cork (NUI),False, Energy Engineering
GA282,2013,245, Galway-Mayo Institute of Technology,False, Heritage Studies
LC252,2013,255, Limerick Institute of Technology,False, Civil Engineering Management
MH202,2013,425, Maynooth University,False, Biotechnology
PD101,2013,460, St Patrick's Drumcondra,False, Education Primary Teaching
PD102,2013,425, St Patrick's Drumcondra,False, Education Primary Teaching Gaeltacht Applicants
PD103,2013,385, St Patrick's Drumcondra,False, ArtsHumanities
MH206,2013,570, Maynooth University,False, Theoretical Physics and Mathematics
MH204,2013,445, Maynooth University,False, Physics with Astrophysics
AL802,2013,275, Athlone Institute of Technology,False, Software Design Games Development
AL803,2013,280, Athlone Institute of Technology,False, Software Design Cloud Computing
WD149,2013,330, Waterford Institute of Technology,False, Early Childhood Studies
TR054,2013,505, Trinity College,False, Occupational Therapy
TR055,2013,530, Trinity College,False, Radiation Therapy
CW728,2013,330, Institute of Technology Carlow,False, Product Design Innovation
DT399,2013,385, Dublin Institute of Technology,False, Economics and Finance
DT398,2013,345, Dublin Institute of Technology,False, Human Resource Management
TR052,2013,575, Trinity College,False, Dental Science
TR053,2013,535, Trinity College,False, Physiotherapy
TR085,2013,550, Trinity College,False, Business Studies and French
WD027,2013,305, Waterford Institute of Technology,True, Music
DT553,2013,340, Dublin Institute of Technology,False, Journalism with a Language
CR700,2013,720, Cork Institute of Technology,True, Theatre and Drama Studies at CIT Cork School of Music
DT557,2013,375, Dublin Institute of Technology,False, International Business and Languages Spanish
DT556,2013,370, Dublin Institute of Technology,False, International Business and Languages German
DT555,2013,380, Dublin Institute of Technology,False, International Business and Languages French
DT412,2013,290, Dublin Institute of Technology,False, Tourism Marketing
DT413,2013,365, Dublin Institute of Technology,False, Event Management
CM010,2013,310, Marino Institute of Education,False, Education Studies
DT558,2013,425, Dublin Institute of Technology,True, International Business and Languages English nonnative speakers
DT416,2013,350, Dublin Institute of Technology,False, Culinary Entrepreneurship
DT417,2013,300, Dublin Institute of Technology,False, Bar Studies Management and Entrepreneurship
TR082,2013,465, Trinity College,False, Computer Science and Business
TR081,2013,495, Trinity College,False, Business Economic and Social Studies BESS
GY201,2013,375, National University of Ireland Galway,False, Commerce
DC162,2013,475, Dublin City University,False, Chemical and Pharmaceutical Sciences
DC161,2013,460, Dublin City University,False, Analytical Science
DC167,2013,410, Dublin City University,False, Physics with Astronomy
DC166,2013,435, Dublin City University,False, Environmental Science and Health
DC168,2013,495, Dublin City University,False, Genetics and Cell Biology
LM118,2013,395, University of Limerick,False, Electronic and Computer Engineering
MH119,2013,460, Maynooth University,False, Law LLB
ID001,2013,280, ICD Business School,False, Accounting and Finance
IC001,2013,215, Griffith College Dublin Cork Limerick,False, Journalism
SG448,2013,270, Institute of Technology Sligo,False, Forensic Investigation and Analysis
LM088,2013,480, University of Limerick,False, Mathematics and Physics
DB569,2013,290, Dublin Business School & DBS School of Arts,False, Business Psychology stream
DN440,2013,560, University College Dublin (NUI),False, Biomedical Health and Life Sciences
DN271,2013,385, University College Dublin (NUI),False, Forestry
DN272,2013,325, University College Dublin (NUI),False, Horticulture Landscape and Sportsturf Management
SG446,2013,300, Institute of Technology Sligo,False, Applied Archaeology 255v
SG445,2013,300, Institute of Technology Sligo,False, Pharmaceutical Science with Drug Development
WD144,2013,300, Waterford Institute of Technology,False, Architecture
TA023,2013,305, Institute of Technology Tallaght,False, Advertising and Marketing Communications 205v
SG441,2013,290, Institute of Technology Sligo,False, Environmental Science
LC265,2013,370, Limerick Institute of Technology,False, Pharmaceutical and Forensic Analysis
CW038,2013,700, Institute of Technology Carlow,True, Art Wexford
DN450,2013,425, University College Dublin (NUI),False, General Nursing
DN451,2013,490, University College Dublin (NUI),False, Childrens and General Nursing Integrated
DN452,2013,490, University College Dublin (NUI),False, Midwifery
DN453,2013,415, University College Dublin (NUI),False, Psychiatric Nursing
CR116,2013,305, Cork Institute of Technology,False, Software Development and Computer Networking
MI008,2013,560, Mary Immaculate College,False, Education and Psychology Primary Teaching
MI007,2013,365, Mary Immaculate College,False, Early Childhood Care and Education
MI006,2013,425, Mary Immaculate College,False, Education Primary Teaching Gaeltacht Applicants
MI005,2013,465, Mary Immaculate College,False, Education Primary Teaching
MI004,2013,345, Mary Immaculate College,False, Liberal Arts
WD817,2013,557, Waterford Institute of Technology,True, Mature Applicants Psychiatric Nursing
GA980,2013,420, Galway-Mayo Institute of Technology,False, Design and Technology Education Letterfrack
GY516,2013,410, National University of Ireland Galway,False, Psychiatric Nursing
GY515,2013,450, National University of Ireland Galway,False, General Nursing Galway and Portiuncula
TL892,2013,580, Institute of Technology Tralee,True, Mature Applicants General Nursing
WD135,2013,340, Waterford Institute of Technology,False, Applied Social Studies in Social Care
TA327,2013,400, Institute of Technology Tallaght,False, Sports Science and Health
TA326,2013,370, Institute of Technology Tallaght,False, DNA and Forensic Science
CW478,2013,280, Institute of Technology Carlow,False, Civil Engineering
TL891,2013,380, Institute of Technology Tralee,False, Mental Health Nursing
TA323,2013,245, Institute of Technology Tallaght,False, Information Technology Management
TA322,2013,300, Institute of Technology Tallaght,False, Computing
TA321,2013,360, Institute of Technology Tallaght,False, Pharmaceutical Science
GY109,2013,365, National University of Ireland Galway,False, Arts Mathematics and Education
GA981,2013,365, Galway-Mayo Institute of Technology,False, Furniture Design and Manufacture Letterfrack
CW248,2013,300, Institute of Technology Carlow,False, Computing Systems Management
GY103,2013,320, National University of Ireland Galway,False, Arts Public and Social Policy
GY104,2013,530, National University of Ireland Galway,False, Arts Psychology
GY105,2013,305, National University of Ireland Galway,False, Arts History
GY106,2013,300, National University of Ireland Galway,False, Na Dna Cumarsid
TR024,2013,535, Trinity College,False, European Studies
AD212,2013,nan, National College of Art and Design,False," Product Design #matriculate
"
TR027,2013,420, Trinity College,False, Irish Studies
DT235,2013,325, Dublin Institute of Technology,False, Physics with Medical Physics and Bioengineering
CW088,2013,305, Institute of Technology Carlow,False, Visual Communications and Design Wexford
CR560,2013,285, Cork Institute of Technology,False, Architectural Technology
CR565,2013,275, Cork Institute of Technology,False, Interior Architecture
TA021,2013,210, Institute of Technology Tallaght,False, European Studies
TA022,2013,325, Institute of Technology Tallaght,False, Creative Digital Media
CR340,2013,350, Cork Institute of Technology,False, Analytical Chemistry with Quality Assurance
TA025,2013,325, Institute of Technology Tallaght,False, Social Care Practice
TA026,2013,235, Institute of Technology Tallaght,False, International Hospitality and Tourism Management
DK890,2013,300, Dundalk Institute of Technology,False, Interactive Applications Design and Development
CK704,2013,525, University College Cork (NUI),False, Occupational Therapy
CK705,2013,510, University College Cork (NUI),False, Speech and Language Therapy
CK706,2013,385, University College Cork (NUI),False, Public Health
CK702,2013,570, University College Cork (NUI),False, Dentistry
CK703,2013,565, University College Cork (NUI),False, Pharmacy
DT517,2013,310, Dublin Institute of Technology,False, English Studies Languages
TR019,2013,515, Trinity College,False, Law and German
LM119,2013,445, University of Limerick,False, Design and Manufacture
GA181,2013,265, Galway-Mayo Institute of Technology,False, Accounting
TR012,2013,510, Trinity College,False, History and Political Science
GA183,2013,285, Galway-Mayo Institute of Technology,False, Information Systems Management
CW928,2013,290, Institute of Technology Carlow,False, Business Human Resource Management
TR015,2013,530, Trinity College,False, Philosophy Political Science Economics and Sociology
DT519,2013,300, Dublin Institute of Technology,False, Languages and International Tourism German
DT518,2013,310, Dublin Institute of Technology,False, Languages and International Tourism French
DC265,2013,400, Dublin City University,False, Arts Joint Honours Programme Politics and Media Studies
DC266,2013,450, Dublin City University,False, Arts Joint Honours Programme Irish and French
LY908,2013,400, Letterkenny Institute of Technology,False, General Nursing
DC260,2013,400, Dublin City University,False, Arts Joint Honours Programme Politics and French
LM050,2013,410, University of Limerick,False, Business Studies
LM095,2013,395, University of Limerick,False, Materials and Engineering Technology with concurrent Teacher ed
LM094,2013,440, University of Limerick,False, Materials and Architectural Technology with concurrent Teacher ed
LM096,2013,420, University of Limerick,False, Science with concurrent Teacher Education Physics and Chem
CR660,2013,250, Cork Institute of Technology,False, Tourism
AH001,2013,250, All Hallows,False, Theology and Philosophy
AH002,2013,310, All Hallows,False, Theology and Psychology
AH003,2013,290, All Hallows,False, Theology and English Literature
DC127,2013,430, Dublin City University,False, Actuarial Financial and Mathematical Sciences common entry
DC126,2013,515, Dublin City University,False, Actuarial Mathematics
DC208,2013,500, Dublin City University,False, Psychology
CR112,2013,350, Cork Institute of Technology,False, Multimedia
DC122,2013,430, Dublin City University,True, Computational ProblemSolving and Software Development
DC121,2013,405, Dublin City University,False, Computer Applications
DC120,2013,370, Dublin City University,False, Enterprise Computing
MH002,2013,nan, Maynooth University,False," Education Primary Teaching Gaeltacht Applicants
"
AL831,2013,566, Athlone Institute of Technology,True, Mature Applicants General Nursing
AL830,2013,410, Athlone Institute of Technology,False, General Nursing
AL833,2013,557, Athlone Institute of Technology,True, Mature Applicants Psychiatric Nursing
AL832,2013,395, Athlone Institute of Technology,False, Psychiatric Nursing
CW198,2013,405, Institute of Technology Carlow,False, Strength and Conditioning
AL837,2013,400, Athlone Institute of Technology,False, Sports Science and Exercise Physiology
AL836,2013,395, Athlone Institute of Technology,False, Health Science and Nutrition
AL839,2013,275, Athlone Institute of Technology,False, Human and Animal Toxicology
AL838,2013,275, Athlone Institute of Technology,False, Biotechnology
GC300,2013,300, Griffith College,False, Business Studies Limerick
GC301,2013,230, Griffith College,False, Accounting and Finance Limerick
AS004,2013,440, St. Angela`s College,False, Home Economics with Economics second level teaching
AS001,2013,480, St. Angela`s College,False, Home Economics with Biology second level teaching
AS003,2013,455, St. Angela`s College,False, Home Economics with Irish second level teaching
AS002,2013,435, St. Angela`s College,False, Home Economics with Religious Education second level teach
GC494,2013,270, Griffith College,True, Fashion Design Dublin
GY101,2013,300, National University of Ireland Galway,False, Arts
CW758,2013,340, Institute of Technology Carlow,False, Applied Social Studies Professional Social Care
DC192,2013,410, Dublin City University,False, Information and Communications Engineering
DC193,2013,400, Dublin City University,False, Mechatronic Engineering
DC191,2013,390, Dublin City University,False, Electronic Engineering
DC196,2013,375, Dublin City University,False, Manufacturing Engineering with Business Studies
DC197,2013,380, Dublin City University,False, Biomedical Engineering
DC195,2013,390, Dublin City University,False, Mechanical and Manufacturing Engineering
DN230,2013,560, University College Dublin (NUI),False, Actuarial and Financial Studies
DT343,2013,330, Dublin Institute of Technology,False, Retail and Services Management
DT341,2013,380, Dublin Institute of Technology,False, Marketing
TR093,2013,420, Trinity College,True, General Nursing Adelaide School of Nursing
DN410,2013,530, University College Dublin (NUI),False, Radiography
CW788,2013,300, Institute of Technology Carlow,False, Youth and Community Work
DN140,2013,400, University College Dublin (NUI),False, Structural Engineering with Architecture
DC279,2013,400, Dublin City University,False, Arts Joint Honours Programme Media Studies with Intl Lang
GY320,2013,400, National University of Ireland Galway,False, Physicsoptions in AppliedAstrophysicsBiomedicalTheoretic
GA484,2013,245, Galway-Mayo Institute of Technology,False, Civil Engineering
CK404,2013,400, University College Cork (NUI),False, Biological Earth and Environmental Science
TR016,2013,390, Trinity College,False, Deaf Studies
PC411,2013,275, Carlow College,False, English and History
PC410,2013,250, Carlow College,False, Humanities
TR017,2013,570, Trinity College,False, Law and Business
LC223,2013,325, Limerick Institute of Technology,False, Law and Taxation
AD101,2013,nan, National College of Art and Design,False," Art and Design 1st Year Common Entry #matriculate
"
DK874,2013,370, Dundalk Institute of Technology,False, Psychiatric Nursing
DK877,2013,400, Dundalk Institute of Technology,False, Midwifery
DK876,2013,315, Dundalk Institute of Technology,False, Early Childhood Studies
DK871,2013,574, Dundalk Institute of Technology,True, Mature Applicants General Nursing
DK870,2013,400, Dundalk Institute of Technology,False, General Nursing
DK873,2013,521, Dundalk Institute of Technology,True, Mature Applicants Intellectual Disability Nursing
DK872,2013,365, Dundalk Institute of Technology,False, Intellectual Disability Nursing
DK820,2013,325, Dundalk Institute of Technology,False, Computing in Games Development
DK878,2013,583, Dundalk Institute of Technology,True, Mature Applicants Midwifery
CW108,2013,300, Institute of Technology Carlow,False, Biosciences with Bioforensics or Biopharmaceuticals
DC272,2013,410, Dublin City University,False, Arts Joint Honours Programme Media Studies and French
LM099,2013,375, University of Limerick,True, Architecture
DN517,2013,335, University College Dublin (NUI),True, Music
CK108,2013,430, University College Cork (NUI),False, Arts International
DN660,2013,505, University College Dublin (NUI),False, Commerce International
CK102,2013,380, University College Cork (NUI),False, Social Science
CK103,2013,400, University College Cork (NUI),True, Music
CK101,2013,330, University College Cork (NUI),False, Arts
CK106,2013,500, University College Cork (NUI),False, Applied Psychology
CK107,2013,355, University College Cork (NUI),False, Geography and Archaeology
CK104,2013,340, University College Cork (NUI),True, Arts with Music
CK105,2013,420, University College Cork (NUI),False, Film and Screen Media
BN104,2013,235, Institute of Technology Blanchardstown,False, Computing Information Technology
BN107,2013,330, Institute of Technology Blanchardstown,False, Applied Social Studies in Social Care
DN461,2013,572, University College Dublin (NUI),True, Mature Apps Childrens General NursIntegrated
BN101,2013,215, Institute of Technology Blanchardstown,False, Business
DN463,2013,549, University College Dublin (NUI),True, Mature Applicants Psychiatric Nursing
BN103,2013,225, Institute of Technology Blanchardstown,False, Business and Information Technology
LM090,2013,495, University of Limerick,False, Physical Education with concurrent Teacher Education
MD500,2013,280, Mater DEI,False, Arts Irish Studies and Religious Studies
WD150,2013,300, Waterford Institute of Technology,False, Criminal Justice Studies
WD152,2013,320, Waterford Institute of Technology,False, Visual Art
GY350,2013,420, National University of Ireland Galway,False, Computer Science and Information Technology
CR522,2013,300, Cork Institute of Technology,False, Building Energy Systems
CR520,2013,440, Cork Institute of Technology,False, Biomedical Engineering
CK201,2013,435, University College Cork (NUI),False, Commerce
CK203,2013,440, University College Cork (NUI),False, Business Information Systems
CK202,2013,445, University College Cork (NUI),False, Accounting
CK205,2013,470, University College Cork (NUI),False, Commerce International with French
CK204,2013,475, University College Cork (NUI),False, Finance
CK207,2013,395, University College Cork (NUI),False, Commerce International with Italian
CK206,2013,460, University College Cork (NUI),False, Commerce International with German
CK209,2013,480, University College Cork (NUI),False, Commerce International with Irish
CK208,2013,435, University College Cork (NUI),False, Commerce International with Hispanic Studies
MH110,2013,350, Maynooth University,False, Digital Media
LM092,2013,435, University of Limerick,False, Science with concurrent Teacher Ed Bio Sciences with Phys or Chem
MH116,2013,nan, Maynooth University,False," Community and Youth Work Full Time #
"
MH117,2013,nan, Maynooth University,False," Community and Youth Work PartTime Inservice #
"
MH114,2013,430, Maynooth University,False, English
MH115,2013,450, Maynooth University,False, Law BCL and Arts
CK740,2013,445, University College Cork (NUI),False, Midwifery
CK741,2013,570, University College Cork (NUI),True, Mature Applicants Midwifery
LM048,2013,355, University of Limerick,False, Irish and New MediaAn Ghaeilge agus na Mein ra
GA882,2013,370, Galway-Mayo Institute of Technology,False, Psychiatric Nursing Castlebar
DC258,2013,400, Dublin City University,False, Arts Joint Honours Programme Law and Media Studies
LM043,2013,320, University of Limerick,False, International Insurance and European Studies
LC241,2013,225, Limerick Institute of Technology,False, Construction Management
LM041,2013,330, University of Limerick,False, Politics and Public Administration
DC251,2013,400, Dublin City University,False, Arts Joint Honours Programme Law and Politics
DN210,2013,305, University College Dublin (NUI),False, Archaeology and Geology
DC253,2013,420, Dublin City University,False, Arts Joint Honours Programme Law and French
DC252,2013,425, Dublin City University,False, Arts Joint Honours Programme Law and Irish
DT491,2013,325, Dublin Institute of Technology,False, Environmental Health
TL831,2013,305, Institute of Technology Tralee,False, Business Studies options Accounting or Agribusiness or Mar
TL833,2013,nan, Institute of Technology Tralee,False," International Business
"
LC408,2013,255, Limerick Institute of Technology,False, Environmental and Natural Resource Management Thurles
LY948,2013,555, Letterkenny Institute of Technology,True, Mature Applicants Psychiatric Nursing
LC410,2013,335, Limerick Institute of Technology,False, Accounting and Finance Thurles
GY113,2013,430, National University of Ireland Galway,False, Arts with Human Rights
LC407,2013,200, Limerick Institute of Technology,False, Social and Community Studies Thurles
LM087,2013,380, University of Limerick,False, Energy
DC228,2013,574, Dublin City University,True, Mature Applicants Childrens and General Nursing Integrated
GA182,2013,300, Galway-Mayo Institute of Technology,False, Business
DC225,2013,559, Dublin City University,True, Mature Applicants General Nursing
DC226,2013,530, Dublin City University,True, Mature Applicants Psychiatric Nursing
DC227,2013,510, Dublin City University,True, Mature Applicants Intellectual Disability Nursing
DL141,2013,380, Dun Laoghaire Institute of Art Design and Technology,False, Applied Psychology
GA281,2013,305, Galway-Mayo Institute of Technology,False, Film and Documentary
DL143,2013,290, Dun Laoghaire Institute of Art Design and Technology,False, Multimedia SystemsWeb Engineering
GC430,2013,240, Griffith College,False, Computing Science Dublin
LY308,2013,295, Letterkenny Institute of Technology,False, Destination Tourism with Marketing at Killybegs
CR150,2013,335, Cork Institute of Technology,False, Business Information Systems
CE001,2013,405, Church of Ireland College,True, Education Primary Teaching
CK731,2013,511, University College Cork (NUI),True, Mature Applicants Intellectual Disability Nursing
CK730,2013,425, University College Cork (NUI),False, Intellectual Disability Nursing
TR021,2013,465, Trinity College,False, Classics
TR020,2013,570, Trinity College,False, Law and Political Science
TR023,2013,515, Trinity College,False, English Studies
TR022,2013,365, Trinity College,False, Early and Modern Irish
TR025,2013,450, Trinity College,True, Drama and Theatre Studies
DT422,2013,365, Dublin Institute of Technology,False, Pharmaceutical Healthcare
DT421,2013,330, Dublin Institute of Technology,False, Food Innovation
DT420,2013,405, Dublin Institute of Technology,False, Nutraceuticals in Health and Nutrition
TR029,2013,445, Trinity College,False, Political Science and Geography
TR028,2013,425, Trinity College,False, Ancient and Medieval History and Culture
GA982,2013,360, Galway-Mayo Institute of Technology,False, Furniture and Wood Technology Letterfrack
CR305,2013,310, Cork Institute of Technology,False, Physical Sciences Level Common Entry
MH302,2013,360, Maynooth University,False, Electronic Engineering
DT544,2013,580, Dublin Institute of Technology,True, Design Interior and Furniture
DT545,2013,720, Dublin Institute of Technology,True, Design Visual Communication
DT546,2013,715, Dublin Institute of Technology,True, Fine Art
DN519,2013,505, University College Dublin (NUI),False, Psychology
DN518,2013,330, University College Dublin (NUI),False, Philosophy
DN515,2013,420, University College Dublin (NUI),False, History
DN514,2013,345, University College Dublin (NUI),False, Planning Geography and Environment
DN100,2013,450, University College Dublin (NUI),False, Architecture
DN511,2013,480, University College Dublin (NUI),False, English
DN510,2013,465, University College Dublin (NUI),False, Economics
DN513,2013,410, University College Dublin (NUI),False, English with Film
DN512,2013,330, University College Dublin (NUI),False, English with Drama
TA121,2013,230, Institute of Technology Tallaght,False, Accounting and Finance
MH305,2013,330, Maynooth University,False, Product Design
TA123,2013,220, Institute of Technology Tallaght,False, Marketing Management
TA122,2013,205, Institute of Technology Tallaght,False, Management
BY301,2013,777, IBAT College Dublin,False, Business
DC170,2013,350, Dublin City University,False, Horticulture
DC171,2013,405, Dublin City University,False, Applied Physics
DC173,2013,420, Dublin City University,False, Physics with Biomedical Sciences
MU002,2013,325, Pontifical University St Patrick's College,False, Theology
MH303,2013,355, Maynooth University,False, Electronic Engineering with Communications
DK830,2013,305, Dundalk Institute of Technology,False, Building Surveying
MH301,2013,390, Maynooth University,False, Electronic Engineering with Computers
AL862,2013,510, Athlone Institute of Technology,True, Visual Communications
AL860,2013,325, Athlone Institute of Technology,False, Social Care Practice
MH304,2013,380, Maynooth University,False, Common entry to Computer Electronic and Communications Engineering
DN201,2013,470, University College Dublin (NUI),False, Computer Science
DN200,2013,505, University College Dublin (NUI),False, Science
MU001,2013,310, Pontifical University St Patrick's College,False, Theology and Arts
LM053,2013,430, University of Limerick,False, Business Studies and a Modern Language German
WD116,2013,420, Waterford Institute of Technology,False, General Nursing
WD117,2013,390, Waterford Institute of Technology,False, Psychiatric Nursing
GY250,2013,355, National University of Ireland Galway,False, Corporate Law
GY251,2013,415, National University of Ireland Galway,False, Civil Law
DN420,2013,545, University College Dublin (NUI),False, Physiotherapy
DN425,2013,490, University College Dublin (NUI),False, Health and Performance Science
GY319,2013,485, National University of Ireland Galway,False, Mathematical Science
GY318,2013,505, National University of Ireland Galway,False, Biopharmaceutical Chemistry
LM153,2013,569, University of Limerick,True, Mature Applicants Mental Health Nursing
CR400,2013,330, Cork Institute of Technology,False, Accounting
GY310,2013,410, National University of Ireland Galway,False, Marine Science
GY313,2013,305, National University of Ireland Galway,False, Health and Safety Systems
GY314,2013,380, National University of Ireland Galway,False, Earth and Ocean Sciences
WD025,2013,290, Waterford Institute of Technology,False, Construction Management and Engineering
LC293,2013,270, Limerick Institute of Technology,False, Business with Tourism
LC292,2013,330, Limerick Institute of Technology,False, Applied Social Studies Social Care
LC295,2013,300, Limerick Institute of Technology,False, Business with Sports Management
LC294,2013,300, Limerick Institute of Technology,False, Business with Event Management
GY504,2013,470, National University of Ireland Galway,False, Podiatry
WD186,2013,360, Waterford Institute of Technology,False, Sports Coaching and Performance
WD028,2013,300, Waterford Institute of Technology,False, Applied Computing
GY501,2013,739, National University of Ireland Galway,True, Medicine 5year6year course and 8year embedded PhD option
GY502,2013,520, National University of Ireland Galway,False, Occupational Therapy
GY503,2013,520, National University of Ireland Galway,False, Speech and Language Therapy
WD080,2013,330, Waterford Institute of Technology,False, Business with German
CW448,2013,280, Institute of Technology Carlow,False, Construction Facilities and Energy Management
